strategy,date,available_capital,invested_capital,total_capital,daily_pnl,daily_costs,active_positions,cumulative_pnl,cumulative_costs,net_performance,performance_pct
Cluster_Bollinger_Sliding,2024-01-17,80122.20649481133,19832.39128347418,99954.5977782855,0.0,0.0,22.0,0.0,45.40222171449953,-45.40222171449953,-0.00045402221714499534
Cluster_Bollinger_Sliding,2024-01-18,76957.46216192472,22989.410333881304,99946.87249580602,0.0,7.7252824794804065,26.0,0.0,53.12750419397994,-53.12750419397994,-0.0005312750419397994
Cluster_Bollinger_Sliding,2024-01-19,72442.88976211891,27492.668888592543,99935.55865071145,0.0,11.313845094559268,32.0,0.0,64.4413492885392,-64.4413492885392,-0.000644413492885392
Cluster_Bollinger_Sliding,2024-01-20,72442.88976211891,27492.668888592543,99935.55865071145,0.0,0.0,32.0,0.0,64.4413492885392,-64.4413492885392,-0.000644413492885392
Cluster_Bollinger_Sliding,2024-01-21,72442.88976211891,27492.668888592543,99935.55865071145,0.0,0.0,32.0,0.0,64.4413492885392,-64.4413492885392,-0.000644413492885392
Cluster_Bollinger_Sliding,2024-01-22,69843.2323739677,30104.878245459287,99948.11061942698,27.483075095182393,14.9311063796622,36.0,27.483075095182393,79.3724556682014,-51.889380573019004,-0.00051889380573019
Cluster_Bollinger_Sliding,2024-01-23,67083.99138374883,32856.871883185646,99940.86326693447,0.0,7.247352492517106,40.0,27.483075095182393,86.6198081607185,-59.13673306553611,-0.0005913673306553611
Cluster_Bollinger_Sliding,2024-01-24,64433.60186368695,35500.14234410364,99933.74420779059,0.0,7.119059143883236,44.0,27.483075095182393,93.73886730460174,-66.25579220941935,-0.0006625579220941936
Cluster_Bollinger_Sliding,2024-01-25,66711.10076672095,33289.29628611329,100000.39705283425,78.3936446847012,11.740799641044337,42.0,105.87671977988359,105.47966694564607,0.39705283423751325,3.970528342375132e-06
Cluster_Bollinger_Sliding,2024-01-26,64075.421702184736,35917.873629384434,99993.29533156917,0.0,7.101721265059951,46.0,105.87671977988359,112.58138821070602,-6.704668430822437,-6.704668430822437e-05
Cluster_Bollinger_Sliding,2024-01-27,64075.421702184736,35917.873629384434,99993.29533156917,0.0,0.0,46.0,105.87671977988359,112.58138821070602,-6.704668430822437,-6.704668430822437e-05
Cluster_Bollinger_Sliding,2024-01-28,64075.421702184736,35917.873629384434,99993.29533156917,0.0,0.0,46.0,105.87671977988359,112.58138821070602,-6.704668430822437,-6.704668430822437e-05
Cluster_Bollinger_Sliding,2024-01-29,62796.833772880476,37192.95696035815,99989.79073323862,0.0,3.5045983305489843,48.0,105.87671977988359,116.08598654125501,-10.209266761371424,-0.00010209266761371424
Cluster_Bollinger_Sliding,2024-01-30,60315.57170866317,39667.29930061395,99982.87100927712,0.0,6.919723961501848,52.0,105.87671977988359,123.00571050275686,-17.12899072287327,-0.00017128990722873268
Cluster_Bollinger_Sliding,2024-01-31,60315.57170866317,39667.29930061395,99982.87100927712,0.0,0.0,52.0,105.87671977988359,123.00571050275686,-17.12899072287327,-0.00017128990722873268
Cluster_Bollinger_Sliding,2024-02-01,57932.19490509989,42043.8717486885,99976.06665378838,0.0,6.804355488727974,56.0,105.87671977988359,129.81006599148483,-23.933346211601247,-0.00023933346211601247
Cluster_Bollinger_Sliding,2024-02-02,56776.000718553114,43196.70559130099,99972.70630985411,0.0,3.360343934282737,58.0,105.87671977988359,133.17040992576756,-27.29369014588397,-0.0002729369014588397
Cluster_Bollinger_Sliding,2024-02-03,56776.000718553114,43196.70559130099,99972.70630985411,0.0,0.0,58.0,105.87671977988359,133.17040992576756,-27.29369014588397,-0.0002729369014588397
Cluster_Bollinger_Sliding,2024-02-04,56776.000718553114,43196.70559130099,99972.70630985411,0.0,0.0,58.0,105.87671977988359,133.17040992576756,-27.29369014588397,-0.0002729369014588397
Cluster_Bollinger_Sliding,2024-02-05,56776.000718553114,43196.70559130099,99972.70630985411,0.0,0.0,58.0,105.87671977988359,133.17040992576756,-27.29369014588397,-0.0002729369014588397
Cluster_Bollinger_Sliding,2024-02-06,56776.000718553114,43196.70559130099,99972.70630985411,0.0,0.0,58.0,105.87671977988359,133.17040992576756,-27.29369014588397,-0.0002729369014588397
Cluster_Bollinger_Sliding,2024-02-07,58127.80654962992,41869.172557953134,99996.97910758306,27.8018464676702,3.529048738726444,56.0,133.6785662475538,136.699458664494,-3.0208924169401996,-3.0208924169401996e-05
Cluster_Bollinger_Sliding,2024-02-08,61484.43817109564,38669.09945865947,100153.5376297551,184.24442421569594,27.68590204363666,52.0,317.92299046324973,164.38536070813063,153.5376297551191,0.001535376297551191
Cluster_Bollinger_Sliding,2024-02-09,63716.726061499554,36553.04848435164,100269.77454585119,134.31675621976845,18.079840123700322,50.0,452.2397466830182,182.46520083183094,269.77454585118727,0.0026977454585118727
Cluster_Bollinger_Sliding,2024-02-10,63716.726061499554,36553.04848435164,100269.77454585119,0.0,0.0,50.0,452.2397466830182,182.46520083183094,269.77454585118727,0.0026977454585118727
Cluster_Bollinger_Sliding,2024-02-11,63716.726061499554,36553.04848435164,100269.77454585119,0.0,0.0,50.0,452.2397466830182,182.46520083183094,269.77454585118727,0.0026977454585118727
Cluster_Bollinger_Sliding,2024-02-12,62713.07753067978,37611.03545514008,100324.11298581987,71.7713501126807,17.43291014401035,52.0,524.0110967956989,199.8981109758413,324.1129858198576,0.003241129858198576
Cluster_Bollinger_Sliding,2024-02-13,67506.53272256945,32939.93202664227,100446.46474921172,140.51461850069487,18.162855108842933,46.0,664.5257152963937,218.06096608468422,446.46474921170955,0.004464647492117096
Cluster_Bollinger_Sliding,2024-02-14,67506.53272256945,32939.93202664227,100446.46474921172,0.0,0.0,46.0,664.5257152963937,218.06096608468422,446.46474921170955,0.004464647492117096
Cluster_Bollinger_Sliding,2024-02-15,66159.5855199594,34283.29406205055,100442.87958200995,0.0,3.5851672017817595,48.0,664.5257152963937,221.64613328646598,442.87958200992773,0.004428795820099278
Cluster_Bollinger_Sliding,2024-02-16,64839.47403656817,35599.85200706665,100439.32604363482,0.0,3.5535383751189986,50.0,664.5257152963937,225.19967166158497,439.3260436348088,0.004393260436348088
Cluster_Bollinger_Sliding,2024-02-17,64839.47403656817,35599.85200706665,100439.32604363482,0.0,0.0,50.0,664.5257152963937,225.19967166158497,439.3260436348088,0.004393260436348088
Cluster_Bollinger_Sliding,2024-02-18,64839.47403656817,35599.85200706665,100439.32604363482,0.0,0.0,50.0,664.5257152963937,225.19967166158497,439.3260436348088,0.004393260436348088
Cluster_Bollinger_Sliding,2024-02-19,63545.66361459732,36890.13988933642,100435.80350393374,0.0,3.522539701078329,52.0,664.5257152963937,228.7222113626633,435.80350393373044,0.004358035039337305
Cluster_Bollinger_Sliding,2024-02-20,63545.66361459732,36890.13988933642,100435.80350393374,0.0,0.0,52.0,664.5257152963937,228.7222113626633,435.80350393373044,0.004358035039337305
Cluster_Bollinger_Sliding,2024-02-21,66018.38924367605,34506.48621113087,100524.87545480693,103.01448515025179,13.94253427706874,48.0,767.5402004466455,242.66474563973205,524.8754548069135,0.005248754548069135
Cluster_Bollinger_Sliding,2024-02-22,66018.38924367605,34506.48621113087,100524.87545480693,0.0,0.0,48.0,767.5402004466455,242.66474563973205,524.8754548069135,0.005248754548069135
Cluster_Bollinger_Sliding,2024-02-23,64701.090865073005,35820.234366910096,100521.3252319831,0.0,3.5502228238194826,50.0,767.5402004466455,246.21496846355154,521.325231983094,0.00521325231983094
Cluster_Bollinger_Sliding,2024-02-24,64701.090865073005,35820.234366910096,100521.3252319831,0.0,0.0,50.0,767.5402004466455,246.21496846355154,521.325231983094,0.00521325231983094
Cluster_Bollinger_Sliding,2024-02-25,64701.090865073005,35820.234366910096,100521.3252319831,0.0,0.0,50.0,767.5402004466455,246.21496846355154,521.325231983094,0.00521325231983094
Cluster_Bollinger_Sliding,2024-02-26,63410.03750138006,37107.76844039633,100517.80594177639,0.0,3.5192902067137526,52.0,767.5402004466455,249.7342586702653,517.8059417763802,0.005178059417763802
Cluster_Bollinger_Sliding,2024-02-27,62144.70626361563,38369.610704289364,100514.316967905,0.0,3.488973871393785,54.0,767.5402004466455,253.2232325416591,514.3169679049864,0.0051431696790498645
Cluster_Bollinger_Sliding,2024-02-28,59689.17049092738,40818.25707426105,100507.42756518844,0.0,6.8894027165665825,58.0,767.5402004466455,260.1126352582257,507.4275651884198,0.005074275651884198
Cluster_Bollinger_Sliding,2024-02-29,58755.52966870439,41778.07586235917,100533.60553106356,43.30027405861823,17.12230818348002,60.0,810.8404745052637,277.2349434417057,533.605531063558,0.00533605531063558
Cluster_Bollinger_Sliding,2024-03-01,62560.79708770658,38148.72739880806,100709.52448651465,193.02748668072917,17.10853122963767,54.0,1003.867961185993,294.34347467134336,709.5244865146497,0.007095244865146497
Cluster_Bollinger_Sliding,2024-03-02,62560.79708770658,38148.72739880806,100709.52448651465,0.0,0.0,54.0,1003.867961185993,294.34347467134336,709.5244865146497,0.007095244865146497
Cluster_Bollinger_Sliding,2024-03-03,62560.79708770658,38148.72739880806,100709.52448651465,0.0,0.0,54.0,1003.867961185993,294.34347467134336,709.5244865146497,0.007095244865146497
Cluster_Bollinger_Sliding,2024-03-04,63859.698104737035,36884.186191265886,100743.88429600291,37.893946357312366,3.534136869035086,52.0,1041.7619075433054,297.87761154037844,743.8842960029269,0.007438842960029269
Cluster_Bollinger_Sliding,2024-03-05,62585.40811515807,38154.976648105774,100740.38476326384,0.0,3.4995327390710713,54.0,1041.7619075433054,301.3771442794495,740.3847632638558,0.007403847632638558
Cluster_Bollinger_Sliding,2024-03-06,62540.38170430087,38212.61143507193,100752.99313937279,19.50210249313654,6.893726384187904,54.0,1061.264010036442,308.2708706636374,752.9931393728045,0.007529931393728045
Cluster_Bollinger_Sliding,2024-03-07,58870.46537342895,41872.20944029768,100742.67481372663,0.0,10.318325646166386,60.0,1061.264010036442,318.5891963098038,742.6748137266381,0.007426748137266382
Cluster_Bollinger_Sliding,2024-03-08,56544.09770740786,44191.839942326376,100735.93764973423,0.0,6.737163992393865,64.0,1061.264010036442,325.32636030219766,735.9376497342444,0.007359376497342443
Cluster_Bollinger_Sliding,2024-03-09,56544.09770740786,44191.839942326376,100735.93764973423,0.0,0.0,64.0,1061.264010036442,325.32636030219766,735.9376497342444,0.007359376497342443
Cluster_Bollinger_Sliding,2024-03-10,56544.09770740786,44191.839942326376,100735.93764973423,0.0,0.0,64.0,1061.264010036442,325.32636030219766,735.9376497342444,0.007359376497342443
Cluster_Bollinger_Sliding,2024-03-11,54309.50475097892,46419.803901283754,100729.30865226267,0.0,6.628997471569697,68.0,1061.264010036442,331.95535777376733,729.3086522626746,0.007293086522626746
Cluster_Bollinger_Sliding,2024-03-12,51121.81227893239,49597.746401180404,100719.5586801128,0.0,9.749972149878047,74.0,1061.264010036442,341.70532992364537,719.5586801127965,0.0071955868011279655
Cluster_Bollinger_Sliding,2024-03-13,50101.30382347775,50615.05443315731,100716.35825663505,0.0,3.2004234777327487,76.0,1061.264010036442,344.9057534013781,716.3582566350639,0.007163582566350639
Cluster_Bollinger_Sliding,2024-03-14,49101.127329304116,51612.05446729067,100713.18179659478,0.0,3.17646004027736,78.0,1061.264010036442,348.0822134416554,713.1817965947865,0.0071318179659478655
Cluster_Bollinger_Sliding,2024-03-15,48120.877715348885,52589.1511072108,100710.02882255969,0.0,3.15297403510575,80.0,1061.264010036442,351.23518747676115,710.0288225596807,0.0071002882255968075
Cluster_Bollinger_Sliding,2024-03-16,48120.877715348885,52589.1511072108,100710.02882255969,0.0,0.0,80.0,1061.264010036442,351.23518747676115,710.0288225596807,0.0071002882255968075
Cluster_Bollinger_Sliding,2024-03-17,48120.877715348885,52589.1511072108,100710.02882255969,0.0,0.0,80.0,1061.264010036442,351.23518747676115,710.0288225596807,0.0071002882255968075
Cluster_Bollinger_Sliding,2024-03-18,47160.15797112685,53546.74089548267,100706.89886660952,0.0,3.1299559501608094,82.0,1061.264010036442,354.365143426922,706.8988666095199,0.007068988666095199
Cluster_Bollinger_Sliding,2024-03-19,46544.76188684901,54204.68398267135,100749.44586952036,52.28474216442123,9.737739253583106,84.0,1113.5487522008632,364.1028826805051,749.4458695203581,0.007494458695203581
Cluster_Bollinger_Sliding,2024-03-20,44704.640601622305,56038.64119838351,100743.28180000582,0.0,6.1640695145403495,88.0,1113.5487522008632,370.26695219504546,743.2818000058178,0.007432818000058178
Cluster_Bollinger_Sliding,2024-03-21,44704.640601622305,56038.64119838351,100743.28180000582,0.0,0.0,88.0,1113.5487522008632,370.26695219504546,743.2818000058178,0.007432818000058178
Cluster_Bollinger_Sliding,2024-03-22,46773.532942667596,54039.33266945999,100812.86561212759,86.37444876534528,16.79063664358516,86.0,1199.9232009662085,387.05758883863064,812.8656121275778,0.008128656121275779
Cluster_Bollinger_Sliding,2024-03-23,46773.532942667596,54039.33266945999,100812.86561212759,0.0,0.0,86.0,1199.9232009662085,387.05758883863064,812.8656121275778,0.008128656121275779
Cluster_Bollinger_Sliding,2024-03-24,46773.532942667596,54039.33266945999,100812.86561212759,0.0,0.0,86.0,1199.9232009662085,387.05758883863064,812.8656121275778,0.008128656121275779
Cluster_Bollinger_Sliding,2024-03-25,44924.38668794983,55882.30421775078,100806.69090570061,0.0,6.174706426983124,90.0,1199.9232009662085,393.23229526561374,806.6909057005947,0.008066909057005947
Cluster_Bollinger_Sliding,2024-03-26,43148.188859656155,57652.41331730698,100800.60217696313,0.0,6.088728737476307,94.0,1199.9232009662085,399.32102400309003,800.6021769631184,0.008006021769631184
Cluster_Bollinger_Sliding,2024-03-27,39803.24081131183,60985.428407844476,100788.6692191563,0.0,11.93295780683425,102.0,1199.9232009662085,411.25398180992426,788.6692191562843,0.007886692191562843
Cluster_Bollinger_Sliding,2024-03-28,44046.3289612835,57032.935290228634,101079.26425151213,315.8934267031749,25.29839434733131,94.0,1515.8166276693833,436.5523761572556,1079.2642515121277,0.010792642515121277
Cluster_Bollinger_Sliding,2024-03-29,44046.3289612835,57032.935290228634,101079.26425151213,0.0,0.0,94.0,1515.8166276693833,436.5523761572556,1079.2642515121277,0.010792642515121277
Cluster_Bollinger_Sliding,2024-03-30,44046.3289612835,57032.935290228634,101079.26425151213,0.0,0.0,94.0,1515.8166276693833,436.5523761572556,1079.2642515121277,0.010792642515121277
Cluster_Bollinger_Sliding,2024-03-31,44046.3289612835,57032.935290228634,101079.26425151213,0.0,0.0,94.0,1515.8166276693833,436.5523761572556,1079.2642515121277,0.010792642515121277
Cluster_Bollinger_Sliding,2024-04-01,44046.3289612835,57032.935290228634,101079.26425151213,0.0,0.0,94.0,1515.8166276693833,436.5523761572556,1079.2642515121277,0.010792642515121277
Cluster_Bollinger_Sliding,2024-04-02,48415.88139373716,53002.2359669837,101418.11736072086,371.5921768657968,32.73906765707886,90.0,1887.40880453518,469.29144381433446,1418.1173607208457,0.014181173607208457
Cluster_Bollinger_Sliding,2024-04-03,45961.48190734093,55492.551951050176,101454.0338583911,51.95722166652664,16.040723996277187,96.0,1939.3660262017067,485.3321678106116,1454.0338583910952,0.014540338583910952
Cluster_Bollinger_Sliding,2024-04-04,43262.876541328325,58181.983787495774,101444.8603288241,0.0,9.173529567005803,102.0,1939.3660262017067,494.5056973776174,1444.8603288240893,0.014448603288240892
Cluster_Bollinger_Sliding,2024-04-05,40722.37485010341,60713.498291605836,101435.87314170925,0.0,8.987187114849872,108.0,1939.3660262017067,503.4928844924673,1435.8731417092395,0.014358731417092395
Cluster_Bollinger_Sliding,2024-04-06,40722.37485010341,60713.498291605836,101435.87314170925,0.0,0.0,108.0,1939.3660262017067,503.4928844924673,1435.8731417092395,0.014358731417092395
Cluster_Bollinger_Sliding,2024-04-07,40722.37485010341,60713.498291605836,101435.87314170925,0.0,0.0,108.0,1939.3660262017067,503.4928844924673,1435.8731417092395,0.014358731417092395
Cluster_Bollinger_Sliding,2024-04-08,45475.7865602919,56484.87933731019,101960.66589760208,553.4743584729717,28.68160258011907,102.0,2492.8403846746787,532.1744870725863,1960.6658976020924,0.019606658976020923
Cluster_Bollinger_Sliding,2024-04-09,41113.02312185832,60832.51256853091,101945.53569038922,0.0,15.130207212840464,112.0,2492.8403846746787,547.3046942854268,1945.535690389252,0.01945535690389252
Cluster_Bollinger_Sliding,2024-04-10,38698.47527707348,63238.22167656827,101936.69695364175,0.0,8.838736747484088,118.0,2492.8403846746787,556.1434310329108,1936.6969536417678,0.01936696953641768
Cluster_Bollinger_Sliding,2024-04-11,36425.38897832241,65502.635966457274,101928.02494477968,0.0,8.672008862069028,124.0,2492.8403846746787,564.8154398949798,1928.024944779699,0.01928024944779699
Cluster_Bollinger_Sliding,2024-04-12,39080.2578494756,62985.485916623504,102065.7437660991,167.2829615524967,29.56414023308008,120.0,2660.1233462271753,594.3795801280598,2065.7437660991154,0.020657437660991155
Cluster_Bollinger_Sliding,2024-04-13,39080.2578494756,62985.485916623504,102065.7437660991,0.0,0.0,120.0,2660.1233462271753,594.3795801280598,2065.7437660991154,0.020657437660991155
Cluster_Bollinger_Sliding,2024-04-14,39080.2578494756,62985.485916623504,102065.7437660991,0.0,0.0,120.0,2660.1233462271753,594.3795801280598,2065.7437660991154,0.020657437660991155
Cluster_Bollinger_Sliding,2024-04-15,36049.9369643567,66004.24466641765,102054.18163077434,0.0,11.562135324757097,128.0,2660.1233462271753,605.941715452817,2054.1816307743584,0.020541816307743585
Cluster_Bollinger_Sliding,2024-04-16,34623.83429001,67424.67123741058,102048.50552742058,0.0,5.67610335377165,132.0,2660.1233462271753,611.6178188065886,2048.5055274205865,0.020485055274205865
Cluster_Bollinger_Sliding,2024-04-17,34967.72047291882,67128.92766813343,102096.64814105225,57.70520648481202,9.56259285315117,134.0,2717.8285527119874,621.1804116597398,2096.6481410522474,0.020966481410522476
Cluster_Bollinger_Sliding,2024-04-18,46155.19322624847,56506.77391342077,102661.96713966924,604.7251854600745,39.40618684311354,112.0,3322.553738172062,660.5865985028533,2661.9671396692083,0.026619671396692083
Cluster_Bollinger_Sliding,2024-04-19,47528.3814651481,55168.010743757346,102696.39220890545,46.131024097759656,11.705954861555304,108.0,3368.6847622698215,672.2925533644086,2696.392208905413,0.02696392208905413
Cluster_Bollinger_Sliding,2024-04-20,47528.3814651481,55168.010743757346,102696.39220890545,0.0,0.0,108.0,3368.6847622698215,672.2925533644086,2696.392208905413,0.02696392208905413
Cluster_Bollinger_Sliding,2024-04-21,47528.3814651481,55168.010743757346,102696.39220890545,0.0,0.0,108.0,3368.6847622698215,672.2925533644086,2696.392208905413,0.02696392208905413
Cluster_Bollinger_Sliding,2024-04-22,46579.46623930496,56113.80992656478,102693.27616586974,0.0,3.1160430357127726,110.0,3368.6847622698215,675.4085964001214,2693.2761658697,0.026932761658697
Cluster_Bollinger_Sliding,2024-04-23,44737.9758747557,57949.13460798996,102687.11048274566,0.0,6.165683124081715,114.0,3368.6847622698215,681.5742795242031,2687.1104827456184,0.026871104827456183
Cluster_Bollinger_Sliding,2024-04-24,42969.131913391844,59711.89850795186,102681.0304213437,0.0,6.080061401955048,118.0,3368.6847622698215,687.6543409261582,2681.0304213436634,0.026810304213436633
Cluster_Bollinger_Sliding,2024-04-25,42111.052275300346,60566.96916267079,102678.02143797114,0.0,3.0089833725683395,120.0,3368.6847622698215,690.6633242987265,2678.021437971095,0.02678021437971095
Cluster_Bollinger_Sliding,2024-04-26,42111.052275300346,60566.96916267079,102678.02143797114,0.0,0.0,120.0,3368.6847622698215,690.6633242987265,2678.021437971095,0.02678021437971095
Cluster_Bollinger_Sliding,2024-04-27,42111.052275300346,60566.96916267079,102678.02143797114,0.0,0.0,120.0,3368.6847622698215,690.6633242987265,2678.021437971095,0.02678021437971095
Cluster_Bollinger_Sliding,2024-04-28,42111.052275300346,60566.96916267079,102678.02143797114,0.0,0.0,120.0,3368.6847622698215,690.6633242987265,2678.021437971095,0.02678021437971095
Cluster_Bollinger_Sliding,2024-04-29,42111.052275300346,60566.96916267079,102678.02143797114,0.0,0.0,120.0,3368.6847622698215,690.6633242987265,2678.021437971095,0.02678021437971095
Cluster_Bollinger_Sliding,2024-04-30,41270.06847006005,61404.964133845104,102675.03260390516,0.0,2.9888340659856842,122.0,3368.6847622698215,693.6521583647121,2675.032603905109,0.026750326039051094
Cluster_Bollinger_Sliding,2024-05-01,40445.83989117256,62226.22362653122,102672.06351770378,0.0,2.9690862013696164,124.0,3368.6847622698215,696.6212445660817,2672.0635177037398,0.026720635177037398
Cluster_Bollinger_Sliding,2024-05-02,39638.03271816669,63031.081067756444,102669.11378592314,0.0,2.949731780645768,126.0,3368.6847622698215,699.5709763467274,2669.113785923094,0.02669113785923094
Cluster_Bollinger_Sliding,2024-05-03,45632.37889811075,57193.565887559715,102825.94478567046,174.37889248188907,17.547892734548075,116.0,3543.0636547517106,717.1188690812755,2825.944785670435,0.02825944785670435
Cluster_Bollinger_Sliding,2024-05-04,45632.37889811075,57193.565887559715,102825.94478567046,0.0,0.0,116.0,3543.0636547517106,717.1188690812755,2825.944785670435,0.02825944785670435
Cluster_Bollinger_Sliding,2024-05-05,45632.37889811075,57193.565887559715,102825.94478567046,0.0,0.0,116.0,3543.0636547517106,717.1188690812755,2825.944785670435,0.02825944785670435
Cluster_Bollinger_Sliding,2024-05-06,45632.37889811075,57193.565887559715,102825.94478567046,0.0,0.0,116.0,3543.0636547517106,717.1188690812755,2825.944785670435,0.02825944785670435
Cluster_Bollinger_Sliding,2024-05-07,44721.23842129163,58101.63484301141,102822.87326430304,0.0,3.071521367432999,118.0,3543.0636547517106,720.1903904487085,2822.873264303002,0.02822873264303002
Cluster_Bollinger_Sliding,2024-05-08,44721.23842129163,58101.63484301141,102822.87326430304,0.0,0.0,118.0,3543.0636547517106,720.1903904487085,2822.873264303002,0.02822873264303002
Cluster_Bollinger_Sliding,2024-05-09,50057.91422146045,52937.700924040735,102995.61514550119,191.07150179564812,18.329620597501126,106.0,3734.1351565473587,738.5200110462097,2995.615145501149,0.02995615145501149
Cluster_Bollinger_Sliding,2024-05-10,50007.96277699771,53026.10556376816,103034.06834076587,44.73628470046718,6.283089435796551,106.0,3778.8714412478257,744.8031004820062,3034.0683407658194,0.030340683407658192
Cluster_Bollinger_Sliding,2024-05-11,50007.96277699771,53026.10556376816,103034.06834076587,0.0,0.0,106.0,3778.8714412478257,744.8031004820062,3034.0683407658194,0.030340683407658192
Cluster_Bollinger_Sliding,2024-05-12,50007.96277699771,53026.10556376816,103034.06834076587,0.0,0.0,106.0,3778.8714412478257,744.8031004820062,3034.0683407658194,0.030340683407658192
Cluster_Bollinger_Sliding,2024-05-13,52699.65967528278,50430.99766891518,103130.65734419797,112.06900264650928,15.47999921441159,100.0,3890.940443894335,760.2830996964178,3130.657344197917,0.03130657344197917
Cluster_Bollinger_Sliding,2024-05-14,50616.72898148611,52507.47811578455,103124.20709727066,0.0,6.450246927305853,104.0,3890.940443894335,766.7333466237237,3124.2070972706115,0.031242070972706114
Cluster_Bollinger_Sliding,2024-05-15,47645.38582330254,55469.32629311886,103114.7121164214,0.0,9.494980849254482,110.0,3890.940443894335,776.2283274729782,3114.7121164213568,0.031147121164213566
Cluster_Bollinger_Sliding,2024-05-16,44848.12527767163,58257.29703327639,103105.42231094802,0.0,9.28980547338588,116.0,3890.940443894335,785.5181329463641,3105.4223109479713,0.031054223109479712
Cluster_Bollinger_Sliding,2024-05-17,44698.111432259735,58528.73299020231,103226.84442246205,137.5146678409311,16.092556326892534,118.0,4028.455111735266,801.6106892732566,3226.84442246201,0.0322684442246201
Cluster_Bollinger_Sliding,2024-05-18,44698.111432259735,58528.73299020231,103226.84442246205,0.0,0.0,118.0,4028.455111735266,801.6106892732566,3226.84442246201,0.0322684442246201
Cluster_Bollinger_Sliding,2024-05-19,44698.111432259735,58528.73299020231,103226.84442246205,0.0,0.0,118.0,4028.455111735266,801.6106892732566,3226.84442246201,0.0322684442246201
Cluster_Bollinger_Sliding,2024-05-20,42930.84011467293,60289.92609991965,103220.76621459259,0.0,6.078207869466454,122.0,4028.455111735266,807.6888971427231,3220.7662145925433,0.03220766214592543
Cluster_Bollinger_Sliding,2024-05-21,45863.36310219071,57507.55371385912,103370.91681604984,162.19856469107066,12.047963233809659,120.0,4190.6536764263365,819.7368603765328,3370.916816049804,0.033709168160498036
Cluster_Bollinger_Sliding,2024-05-22,45863.36310219071,57507.55371385912,103370.91681604984,0.0,0.0,120.0,4190.6536764263365,819.7368603765328,3370.916816049804,0.033709168160498036
Cluster_Bollinger_Sliding,2024-05-23,44050.12285408117,59314.66157469287,103364.78442877404,0.0,6.13238727578384,124.0,4190.6536764263365,825.8692476523166,3364.78442877402,0.0336478442877402
Cluster_Bollinger_Sliding,2024-05-24,41463.49862245934,61892.24425874752,103355.74288120685,0.0,9.041547567184493,130.0,4190.6536764263365,834.9107952195011,3355.7428812068356,0.03355742881206836
